Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
PROV3613;Eochaill;;;;;;;;;;;;;
PROV3614;Garbhan;;;;;;;;;;;;;
PROV3615;Beanntrai;;;;;;;;;;;;;
PROV3616;Neidin;;;;;;;;;;;;;
PROV3617;Orglan;;;;;;;;;;;;;
PROV3618;Elmshorn;;;;;;;;;;;;;
PROV3619;Corcaigh;;;;;;;;;;;;;
PROV3620;Freising;;;;;;;;;;;;;
PROV3621;Ramidava;;;;;;;;;;;;;
PROV3622;Chainnigh;;;;;;;;;;;;;
PROV3623;Nentidava;;;;;;;;;;;;;
PROV3624;Buridava;;;;;;;;;;;;;
PROV3625;Daingean;;;;;;;;;;;;;
PROV3626;Traigh Li;;;;;;;;;;;;;
PROV3627;Caislean Nua;;;;;;;;;;;;;
PROV3628;Kisfalucska;;;;;;;;;;;;;
PROV3629;Luimneach;;;;;;;;;;;;;
PROV3630;Amberg;;;;;;;;;;;;;
PROV3631;Inis;;;;;;;;;;;;;
PROV3632;Taonach;;;;;;;;;;;;;
PROV3633;Båssa;;;;;;;;;;;;;
PROV3634;Ros Cre;;;;;;;;;;;;;
PROV3635;Roasnham;;;;;;;;;;;;;
PROV3636;Syväkallolinna;;;;;;;;;;;;;
PROV3637;Mhantain;;;;;;;;;;;;;
PROV3638;Kolmejõelinn;;;;;;;;;;;;;
PROV3639;Bouillon;;;;;;;;;;;;;
PROV3640;Polondava;;;;;;;;;;;;;
PROV3641;Athaluain;;;;;;;;;;;;;
PROV3642;Sucidava;;;;;;;;;;;;;
PROV3643;Uaimh;;;;;;;;;;;;;
PROV3644;Erodátkelohely;;;;;;;;;;;;;
PROV3645;Flevolân;;;;;;;;;;;;;
PROV3646;Wittingau;;;;;;;;;;;;;
PROV3647;Kelheim;;;;;;;;;;;;;
PROV3648;Logu de Patze;;;;;;;;;;;;;
PROV3649;Rooteborg;;;;;;;;;;;;;
PROV3650;Tull;;;;;;;;;;;;;
PROV3651;Speier;;;;;;;;;;;;;
PROV3652;Ath Long;;;;;;;;;;;;;
PROV3653;Anschba;;;;;;;;;;;;;
PROV3654;Barmer;;;;;;;;;;;;;
PROV3655;Bambärch;;;;;;;;;;;;;
PROV3656;Mhala Raithni;;;;;;;;;;;;;
PROV3657;Maigh Eo;;;;;;;;;;;;;
PROV3658;Buille;;;;;;;;;;;;;
PROV3659;Suizboch;;;;;;;;;;;;;
PROV3660;Inis Crabhann;;;;;;;;;;;;;
PROV3661;Zweebrigge;;;;;;;;;;;;;
PROV3662;Cealla Beaga;;;;;;;;;;;;;
PROV3663;Memmenge;;;;;;;;;;;;;
PROV3664;Allgäu;;;;;;;;;;;;;
PROV3665;Hàwenàu;;;;;;;;;;;;;
PROV3666;Cuil Rathain;;;;;;;;;;;;;
PROV3667;Nöiburg;;;;;;;;;;;;;
PROV3668;Szepes;;;;;;;;;;;;;
PROV3669;Hegyazavág;;;;;;;;;;;;;
PROV3670;Surendranagar;;;;;;;;;;;;;
PROV3671;Újkastély;;;;;;;;;;;;;
PROV3672;Újkastély;;;;;;;;;;;;;
PROV3673;Amreli;;;;;;;;;;;;;
PROV3674;Orayvi;;;;;;;;;;;;;
PROV3675;Hawikuh;;;;;;;;;;;;;
PROV3676;Acoma;;;;;;;;;;;;;
PROV3677;Isleta;;;;;;;;;;;;;
PROV3678;Jemez;;;;;;;;;;;;;
PROV3679;Cochiti;;;;;;;;;;;;;
PROV3680;Nambe;;;;;;;;;;;;;
PROV3681;Nova-Maurea Septentrionalis;;;;;;;;;;;;;
PROV3682;Novae Casilinum;;;;;;;;;;;;;
PROV3683;Tegesta;;;;;;;;;;;;;
PROV3684;Caalus;;;;;;;;;;;;;
PROV3685;Sahuasanum;;;;;;;;;;;;;
PROV3686;Quigaltanum;;;;;;;;;;;;;
PROV3687;Cahinium;;;;;;;;;;;;;
PROV3688;Athabasca;;;;;;;;;;;;;
PROV3689;Lac de la Biche;;;;;;;;;;;;;
PROV3690;Fond-du-Lac;;;;;;;;;;;;;
PROV3691;Plaines Boreales;;;;;;;;;;;;;
PROV3692;Fort Boreal;;;;;;;;;;;;;
PROV3693;Flin Flon;;;;;;;;;;;;;
PROV3694;Petits Rapides;;;;;;;;;;;;;
PROV3695;Fort Blanc;;;;;;;;;;;;;
PROV3696;Nouvelle Auvergne;;;;;;;;;;;;;
PROV3697;Fort Espoir;;;;;;;;;;;;;
PROV3698;Fort des Lacs;;;;;;;;;;;;;
PROV3699;Fort Saint Louis;;;;;;;;;;;;;
PROV3700;Les Marmottes;;;;;;;;;;;;;
PROV3701;Nemiscau;;;;;;;;;;;;;
PROV3702;Basatine;;;;;;;;;;;;;
PROV3703;Sayn;;;;;;;;;;;;;
PROV3704;Worms;;;;;;;;;;;;;
PROV3705;Schweifert;;;;;;;;;;;;;
PROV3706;Syrakousai;;;;;;;;;;;;;
PROV3707;Cusenza;;;;;;;;;;;;;
PROV3708;Salernu;;;;;;;;;;;;;
PROV3709;Tarantas;;;;;;;;;;;;;
PROV3710;Aterno;;;;;;;;;;;;;
PROV3711;Simmern;;;;;;;;;;;;;
PROV3712;Jöllesch;;;;;;;;;;;;;
PROV3713;Kókusziget;;;;;;;;;;;;;
PROV3714;Szabályszi;;;;;;;;;;;;;
PROV3715;Ikersziget;;;;;;;;;;;;;
PROV3716;Dohánysziget;;;;;;;;;;;;;
PROV3717;Fokföld;;;;;;;;;;;;;
PROV3718;Belsodzsungek;;;;;;;;;;;;;
PROV3719;Rikítóváros;;;;;;;;;;;;;
PROV3720;Belsopokol;;;;;;;;;;;;;
PROV3721;Bételdióváros;;;;;;;;;;;;;
PROV3722;Suurkrüpta;;;;;;;;;;;;;
PROV3723;Õhukesaare;;;;;;;;;;;;;
PROV3724;Lyykuvasaare;;;;;;;;;;;;;
PROV3725;Küllaussaare;;;;;;;;;;;;;
PROV3726;Koprääsaare;;;;;;;;;;;;;
PROV3727;Haavämaa;;;;;;;;;;;;;
PROV3728;Keseon;;;;;;;;;;;;;
PROV3729;Hangean-seom;;;;;;;;;;;;;
PROV3730;Oejel-ui Sinjeon;;;;;;;;;;;;;
PROV3731;Hyeongean;;;;;;;;;;;;;
PROV3732;Bulagoneun;;;;;;;;;;;;;
PROV3733;Abakwa;;;;;;;;;;;;;
PROV3734;Garoua;;;;;;;;;;;;;
PROV3735;Shanga;;;;;;;;;;;;;
PROV3736;Kontagora;;;;;;;;;;;;;
PROV3737;Zuru;;;;;;;;;;;;;
PROV3738;Tahoua;;;;;;;;;;;;;
PROV3739;Gusau;;;;;;;;;;;;;
PROV3740;Agadez;;;;;;;;;;;;;
PROV3741;Ouedda;;;;;;;;;;;;;
PROV3742;Tamdjert;;;;;;;;;;;;;
PROV3743;Aozou;;;;;;;;;;;;;
PROV3744;Zouar;;;;;;;;;;;;;
PROV3745;Gezzam;;;;;;;;;;;;;
PROV3746;Tambura;;;;;;;;;;;;;
PROV3747;Teggargrent;;;;;;;;;;;;;
PROV3748;Tugurt;;;;;;;;;;;;;
PROV3749;Meroë;;;;;;;;;;;;;
PROV3750;Séntùnjhe;;;;;;;;;;;;;
PROV3751;Bllaye;;;;;;;;;;;;;
PROV3752;Chateleràud;;;;;;;;;;;;;
PROV3753;Bressans;;;;;;;;;;;;;
PROV3754;Ast;;;;;;;;;;;;;
PROV3755;Mantoa;;;;;;;;;;;;;
PROV3756;Montfràt;;;;;;;;;;;;;
PROV3757;Agenàs;;;;;;;;;;;;;
PROV3758;Ivrèja;;;;;;;;;;;;;
PROV3759;Armanhac;;;;;;;;;;;;;
PROV3760;Isenburg;;;;;;;;;;;;;
PROV3761;Viguera;;;;;;;;;;;;;
PROV3762;Ventadorn;;;;;;;;;;;;;
PROV3763;Milhau;;;;;;;;;;;;;
PROV3764;Le Vérdun;;;;;;;;;;;;;
PROV3765;Usès;;;;;;;;;;;;;
PROV3766;Munségur;;;;;;;;;;;;;
PROV3767;Velai;;;;;;;;;;;;;
PROV3768;Bellême;;;;;;;;;;;;;
PROV3769;Firschtebärg;;;;;;;;;;;;;
PROV3770;Elbeuf;;;;;;;;;;;;;
PROV3771;Rouen;;;;;;;;;;;;;
PROV3772;Longueville;;;;;;;;;;;;;
PROV3773;Vendôme;;;;;;;;;;;;;
PROV3774;Châteauroux;;;;;;;;;;;;;
PROV3775;Sancerre;;;;;;;;;;;;;
PROV3776;Mâcon;;;;;;;;;;;;;
PROV3777;Torena;;;;;;;;;;;;;
PROV3778;Nevers;;;;;;;;;;;;;
PROV3779;Kuumavelinn;;;;;;;;;;;;;
PROV3780;Kaksrantaa;;;;;;;;;;;;;
PROV3781;Nijlân;;;;;;;;;;;;;
PROV3782;Swartehaven;;;;;;;;;;;;;
PROV3783;Witebaai;;;;;;;;;;;;;
PROV3784;Nij-Breedaa;;;;;;;;;;;;;
PROV3785;Marhaven;;;;;;;;;;;;;
PROV3786;Blidhaven;;;;;;;;;;;;;
PROV3840;Pavie;;;;;;;;;;;;;
PROV3841;Opidda;;;;;;;;;;;;;
PROV3842;Zhongba;;;;;;;;;;;;;
PROV3843;Spiti;;;;;;;;;;;;;
PROV3844;Chamba;;;;;;;;;;;;;
PROV3845;Gujranwala;;;;;;;;;;;;;
PROV3846;Nawanshahr;;;;;;;;;;;;;
PROV3847;Patiala;;;;;;;;;;;;;
PROV3848;Shahzadpur;;;;;;;;;;;;;
PROV3849;Mandi;;;;;;;;;;;;;
PROV3850;Hisar;;;;;;;;;;;;;
PROV3851;Ibrahimabad;;;;;;;;;;;;;
PROV3852;Hanumangarh;;;;;;;;;;;;;
PROV3853;Muzaffargarh;;;;;;;;;;;;;
PROV3854;Nagaur;;;;;;;;;;;;;
PROV3855;Pali;;;;;;;;;;;;;
PROV3856;Mehsana;;;;;;;;;;;;;
PROV3857;Anand;;;;;;;;;;;;;
PROV3858;Lakshadwip;;;;;;;;;;;;;
PROV3859;Kollam;;;;;;;;;;;;;
PROV3860;Kuchi;;;;;;;;;;;;;
PROV3861;Tuttukkudi;;;;;;;;;;;;;
PROV3862;Nagapattinam;;;;;;;;;;;;;
PROV3863;Palakkad;;;;;;;;;;;;;
PROV3864;Chengalpattu;;;;;;;;;;;;;
PROV3865;Salem;;;;;;;;;;;;;
PROV3866;Mysoree;;;;;;;;;;;;;
PROV3867;Bidanur;;;;;;;;;;;;;
PROV3868;Anantapur;;;;;;;;;;;;;
PROV3869;Bellary;;;;;;;;;;;;;
PROV3870;Mangaluru;;;;;;;;;;;;;
PROV3871;Chittakula;;;;;;;;;;;;;
PROV3872;Yadgir;;;;;;;;;;;;;
PROV3873;Ratnagiri;;;;;;;;;;;;;
PROV3874;Solapur;;;;;;;;;;;;;
PROV3875;Bidar;;;;;;;;;;;;;
PROV3876;Daulatabad;;;;;;;;;;;;;
PROV3877;Mumbai;;;;;;;;;;;;;
PROV3878;Thana;;;;;;;;;;;;;
PROV3879;Navsari;;;;;;;;;;;;;
PROV3880;Daman;;;;;;;;;;;;;
PROV3881;Burhanpur;;;;;;;;;;;;;
PROV3882;Adilabad;;;;;;;;;;;;;
PROV3883;Washim;;;;;;;;;;;;;
PROV3884;Mandsaur;;;;;;;;;;;;;
PROV3885;Chittor;;;;;;;;;;;;;
PROV3886;Ashoknagar;;;;;;;;;;;;;
PROV3887;Alwar;;;;;;;;;;;;;
PROV3888;Chandrapur;;;;;;;;;;;;;
PROV3889;Kanker;;;;;;;;;;;;;
PROV3890;Jaypor;;;;;;;;;;;;;
PROV3891;Srikakulam;;;;;;;;;;;;;
PROV3892;Bhawanipatna;;;;;;;;;;;;;
PROV3893;Balangir;;;;;;;;;;;;;
PROV3894;Baudh;;;;;;;;;;;;;
PROV3895;Tamluk;;;;;;;;;;;;;
PROV3896;Debargarh;;;;;;;;;;;;;
PROV3897;Kendujhar;;;;;;;;;;;;;
PROV3898;Baripada;;;;;;;;;;;;;
PROV3899;Manabhum;;;;;;;;;;;;;
PROV3900;Hazaribagh;;;;;;;;;;;;;
PROV3901;Daminkoh;;;;;;;;;;;;;
PROV3902;Shahabad;;;;;;;;;;;;;
PROV3903;Jaunpur;;;;;;;;;;;;;
PROV3904;Darbhanga;;;;;;;;;;;;;
PROV3905;Birgunj;;;;;;;;;;;;;
PROV3906;Balrampur;;;;;;;;;;;;;
PROV3907;Bahraich;;;;;;;;;;;;;
PROV3908;Ghorahi;;;;;;;;;;;;;
PROV3909;Muktinath;;;;;;;;;;;;;
PROV3910;Pilibhit;;;;;;;;;;;;;
PROV3911;Badayun;;;;;;;;;;;;;
PROV3912;Doti;;;;;;;;;;;;;
PROV3913;Kumaroan;;;;;;;;;;;;;
PROV3914;Midnapur;;;;;;;;;;;;;
PROV3915;Bankura;;;;;;;;;;;;;
PROV3916;Zafarabad;;;;;;;;;;;;;
PROV3917;Saptagram;;;;;;;;;;;;;
PROV3918;Khulna;;;;;;;;;;;;;
PROV3919;Shujabad;;;;;;;;;;;;;
PROV3920;Faridpur;;;;;;;;;;;;;
PROV3921;Bhalwa;;;;;;;;;;;;;
PROV3922;Roshnabad;;;;;;;;;;;;;
PROV3923;Nasirabad;;;;;;;;;;;;;
PROV3924;Rangpur;;;;;;;;;;;;;
PROV3925;Kamtapur;;;;;;;;;;;;;
PROV3926;Koch Bihar;;;;;;;;;;;;;
PROV3927;Duars;;;;;;;;;;;;;
PROV3928;Trashigang;;;;;;;;;;;;;
PROV3929;Chakma;;;;;;;;;;;;;
PROV3930;Tripura;;;;;;;;;;;;;
PROV3931;Ahmadabad;;;;;;;;;;;;;
PROV3932;Tura;;;;;;;;;;;;;
PROV3933;Shillong;;;;;;;;;;;;;
PROV3934;Jainta;;;;;;;;;;;;;
PROV3935;Meghalaya;;;;;;;;;;;;;
PROV3936;Dimapur;;;;;;;;;;;;;
PROV3937;Mashmi;;;;;;;;;;;;;
PROV3938;Sadiya;;;;;;;;;;;;;
PROV3939;Paletwa;;;;;;;;;;;;;
PROV3940;Kunlun;;;;;;;;;;;;;
PROV3941;Rudok;;;;;;;;;;;;;
PROV3942;Aksai Chin;;;;;;;;;;;;;
PROV3943;Yarkent;;;;;;;;;;;;;
PROV3944;Sylhet;;;;;;;;;;;;;
PROV3945;Bohón;;;;;;;;;;;;;
PROV3946;Sesibi;;;;;;;;;;;;;
PROV3947;Napátai;;;;;;;;;;;;;
PROV3948;Óchipotámia;;;;;;;;;;;;;
PROV3949;Najran;;;;;;;;;;;;;
PROV3950;AlHait;;;;;;;;;;;;;
PROV3951;Hafar al-Batin;;;;;;;;;;;;;
